iter	Passed	Remaining
382	2079	3350
383	2085	3344
384	2089	3338
385	2095	3332
386	2100	3326
387	2104	3320
388	2109	3313
389	2115	3308
390	2119	3301
391	2125	3296
392	2130	3290
393	2135	3284
394	2139	3277
395	2144	3271
396	2149	3264
397	2153	3257
398	2157	3250
399	2162	3243
400	2167	3237
401	2172	3231
402	2177	3225
403	2183	3220
404	2192	3220
405	2198	3216
406	2205	3214
407	2212	3210
408	2219	3206
409	2226	3203
410	2232	3199
411	2238	3195
412	2245	3191
413	2251	3186
414	2257	3181
415	2263	3178
416	2271	3175
417	2277	3170
418	2285	3169
419	2292	3166
420	2299	3162
421	2307	3159
422	2312	3155
