iter	RMSE
199	0.3978089258
200	0.3977295304
201	0.3976593801
202	0.3975765462
203	0.3975021155
204	0.3973816886
205	0.397297871
206	0.3972426401
207	0.3971802197
208	0.3970886514
209	0.3969835995
210	0.3968723169
211	0.3968058289
212	0.3966661054
213	0.3965689432
214	0.3965114638
215	0.3964051186
216	0.3963269392
217	0.3961608958
218	0.3960932042
219	0.3959864528
220	0.3959150481
221	0.3958226908
222	0.395757693
223	0.39564669
224	0.3955917672
225	0.3955002368
226	0.3954656439
227	0.3954025938
228	0.3953234973
229	0.3952436943
230	0.3951968592
231	0.3950900845
232	0.3950165682
233	0.394933972
234	0.3948447205
235	0.3947655931
236	0.3946521579
237	0.3945740099
238	0.3945068355
239	0.3944297229
240	0.3943301547
241	0.3942247712
242	0.394164301
243	0.3940943572
244	0.3940278334
245	0.3939805687
246	0.3939377798
247	0.3938434186
248	0.3937848831
249	0.3937248074
250	0.3936379066
251	0.3935798864
252	0.3935258847
253	0.3934352133
254	0.3933560529
255	0.3933168738
256	0.3932630489
257	0.3931953419
258	0.3931524349
259	0.3930217163
260	0.3929818453
261	0.3929247003
262	0.3928668506
263	0.3927963996
264	0.3926868905
265	0.3926152142
266	0.3925773921
267	0.3925357763
268	0.3924584268
269	0.3923730825
270	0.3923314992
271	0.3922785274
272	0.3922347445
273	0.3921778008
274	0.3921134406
275	0.3920370541
276	0.3919918784
277	0.3919096022
278	0.3918468135
279	0.3917859374
280	0.3917322064
281	0.3916899708
282	0.3916544703
283	0.3915915646
284	0.391493863
285	0.3913799572
286	0.3912802284
287	0.3912231169
288	0.3911840964
289	0.3910858985
290	0.3910384563
291	0.3910079201
292	0.3909593686
293	0.3908862154
294	0.3908205993
295	0.3907969652
296	0.3907377173
297	0.3906765845
298	0.3905980645
299	0.3904766717
300	0.3904329002
301	0.3903798789
302	0.3903248178
303	0.390274327
304	0.3902191621
305	0.3901554536
306	0.3901035751
307	0.3900501928
308	0.390028944
309	0.3899606929
310	0.3899293012
311	0.389822597
312	0.3897291175
313	0.3896770925
314	0.3896114163
315	0.3895462742
316	0.3894975858
317	0.3894301576
318	0.3893944254
319	0.389364831
320	0.389298334
321	0.3892705025
322	0.3892218757
323	0.3891916665
324	0.3891188247
325	0.3890651204
326	0.3889976133
327	0.3889288346
328	0.3888726481
329	0.3887997278
330	0.3887516404
331	0.3886591561
332	0.3886020812
333	0.3885572371
334	0.3884984474
335	0.388463302
336	0.3884146159
337	0.3883636443
338	0.3883174362
339	0.3882738162
340	0.3882185221
341	0.3881670754
342	0.3881179987
343	0.3880602851
344	0.3880333677
345	0.3879959892
346	0.3879357091
347	0.3878907867
348	0.3878221541
349	0.3877899136
350	0.387754226
351	0.3876851928
352	0.3876319158
353	0.3875867314
354	0.3875380798
355	0.3874961709
356	0.3874548957
357	0.3874016558
358	0.3873568629
359	0.3873097621
360	0.3872812294
361	0.3872386275
362	0.3872019374
363	0.3871694117
364	0.3871315992
365	0.3870929833
366	0.3870623875
367	0.3870449645
368	0.3870063858
369	0.3869491576
370	0.3868766519
371	0.3868495977
372	0.3868129715
373	0.38679215
374	0.3867266666
375	0.3866881528
376	0.3866281716
377	0.3865622608
378	0.3865035781
379	0.3864354498
380	0.3864055422
381	0.3863778305
382	0.386349423
383	0.3863049621
384	0.386274887
385	0.386217124
386	0.3861481347
387	0.3861086247
388	0.3860723392
389	0.3860341585
390	0.3859976996
391	0.3859521702
392	0.3859172164
393	0.3858850129
394	0.3858598416
395	0.3858300124
396	0.3857704423
397	0.3857036742
398	0.3856702742
399	0.3856206072
400	0.3855417447
401	0.3855194537
402	0.385487861
403	0.3854387338
404	0.3853778505
405	0.3853360349
406	0.385292505
407	0.3852553462
408	0.3851813208
409	0.3851551528
410	0.3850835022
411	0.3850574278
412	0.385013756
413	0.3849661023
414	0.3849201716
415	0.3848818158
416	0.3848367112
417	0.3848148887
418	0.3847603544
419	0.3847038924
420	0.3846501773
421	0.3846087428
422	0.3845803415
423	0.3845315457
424	0.3844465972
425	0.384417903
426	0.3843659301
427	0.3843411017
428	0.3842806562
429	0.3842576371
430	0.3842119359
431	0.3841725288
432	0.3841023183
433	0.3840839692
434	0.3840097682
435	0.3839734426
436	0.3839360296
437	0.383911197
438	0.3838520584
439	0.3838058365
440	0.383722543
441	0.3836791989
442	0.3836497665
443	0.383617124
444	0.3835893074
445	0.3835304535
446	0.3834612721
447	0.3834214757
448	0.3833964815
449	0.3833273546
450	0.3832897768
451	0.3832666501
452	0.3832381555
453	0.383188656
454	0.3831593664
455	0.3831310764
456	0.3830816382
457	0.383040572
458	0.3829987373
459	0.3829631159
460	0.3829192569
461	0.3828750411
462	0.3828488345
463	0.3827927382
464	0.3827510777
465	0.3827260961
466	0.3826902284
467	0.3826364107
468	0.3825617672
469	0.3825037637
470	0.3824459231
471	0.3823783085
472	0.3823296785
473	0.3822845713
474	0.3822346069
475	0.3821934866
476	0.3821642928
477	0.3821350891
478	0.3820732189
479	0.3820369374
480	0.3819989651
481	0.3819610914
482	0.3819186815
483	0.3818818801
484	0.381851441
485	0.3817965132
486	0.381758476
487	0.3817239205
488	0.3816701718
489	0.3816475168
490	0.381611937
491	0.3815690749
492	0.3815540572
493	0.3814961766
494	0.3814556096
495	0.381385489
496	0.3813437325
497	0.3813103056
498	0.3812699361
499	0.381230919
500	0.3812067086
501	0.3811535316
502	0.3810950737
503	0.3810720593
504	0.381048444
505	0.3809787421
506	0.3809470904
507	0.3809020873
508	0.380859502
509	0.3808343946
510	0.3808091228
511	0.3807476208
512	0.3807217069
513	0.3806890846
514	0.3806370965
515	0.3805916599
516	0.3805302359
517	0.3804838539
518	0.3804197657
519	0.3803927907
520	0.3803416335
521	0.3802942112
522	0.380272629
523	0.3802357016
524	0.3801835603
525	0.3801385854
526	0.3801130992
527	0.3800769772
528	0.3800347704
529	0.379995142
530	0.3799465452
531	0.3798949705
532	0.3798633468
533	0.3798003929
534	0.3797719321
535	0.379701967
536	0.3796565275
537	0.3795968345
538	0.3795688708
539	0.3795378105
540	0.3795225657
541	0.3795024156
542	0.3794526262
543	0.3794105541
544	0.3793554336
545	0.3793263933
546	0.3792982861
547	0.3792696214
548	0.3792330107
549	0.3792048651
550	0.379178128
551	0.3791512597
552	0.3790948904
553	0.3790144109
554	0.3789449718
555	0.3789205313
556	0.3788774041
557	0.37885501
558	0.3787948523
559	0.3787591646
560	0.3787174279
561	0.3786823533
562	0.378646138
563	0.3786047862
564	0.3785733741
565	0.3785514134
566	0.3785249182
567	0.3784881851
568	0.3784662976
569	0.3784385468
570	0.3784133802
571	0.3783859077
572	0.3783499272
573	0.3782665633
574	0.3782517316
575	0.3782104637
576	0.3781837334
577	0.3781298003
578	0.3780942447
579	0.3780663648
580	0.3780247527
581	0.3779870934
582	0.3779511776
583	0.3779293651
584	0.3779196633
585	0.3778738194
586	0.3778255798
587	0.3778001251
588	0.3777389066
589	0.3776878843
590	0.3776460732
591	0.3776146823
592	0.3775831451
593	0.3775688276
594	0.3775386921
595	0.3775101923
596	0.3774642212
597	0.3774319153
598	0.3773937663
599	0.377360877
600	0.3773186094
601	0.3772812689
602	0.3772193579
603	0.3771858868
604	0.3771435028
605	0.3771155655
606	0.3770655883
607	0.3770318449
608	0.3770078913
609	0.3769841564
610	0.3769554926
611	0.3769149321
612	0.3768949291
613	0.3768598692
614	0.3768421831
615	0.3768113563
616	0.3767622235
617	0.376728883
618	0.3767056775
619	0.3766762433
620	0.3766482476
621	0.3766296048
622	0.376609965
623	0.3765466598
624	0.3765195151
625	0.3764749654
626	0.3764368996
627	0.3764096219
628	0.3763801011
629	0.376346802
630	0.3762988884
631	0.3762750303
632	0.3762472793
633	0.3762329217
634	0.376194601
635	0.3761302393
636	0.3761029329
637	0.3760837146
638	0.3760637447
639	0.3760350102
640	0.3760022111
641	0.3759838928
642	0.375960297
643	0.3759333968
644	0.3759060595
645	0.3758743537
646	0.3758284616
647	0.3758049417
648	0.3757637335
649	0.3757303061
650	0.3756800829
651	0.3756267977
652	0.3755809278
653	0.3755531031
654	0.3755283857
655	0.3754984651
656	0.3754902627
657	0.3754413204
658	0.3754064817
659	0.3753527355
660	0.3753252315
661	0.375303779
662	0.3752787585
663	0.375245123
664	0.3752081256
665	0.3751783809
666	0.375149407
667	0.3751146273
668	0.375081171
669	0.3750450384
670	0.3750195757
671	0.374983197
672	0.3749635116
673	0.3749369567
674	0.374913965
675	0.3748847164
676	0.3748463451
677	0.3748218295
678	0.3747919867
679	0.3747753102
680	0.3747556694
681	0.3747206777
682	0.3746896906
683	0.3746634645
684	0.3746366996
685	0.3746196413
686	0.3745872215
687	0.3745653209
688	0.3745455818
689	0.3745283302
690	0.3745135441
691	0.3744414118
692	0.3744067394
693	0.3743870311
694	0.374341737
695	0.3743248312
696	0.3743070041
697	0.3742505683
698	0.3742301139
699	0.3741966887
700	0.3741742639
701	0.374150332
702	0.3741250433
703	0.3740880078
704	0.3740672494
705	0.3740293313
706	0.3739622423
707	0.3739439582
708	0.3739095718
709	0.3738976062
710	0.3738419481
711	0.3738142682
712	0.3737883476
713	0.3737493475
714	0.3736950789
715	0.3736630978
716	0.3736288833
717	0.3735886533
718	0.3735678207
719	0.3735560255
720	0.3735287444
721	0.3735079509
722	0.3734644822
723	0.3734422983
724	0.3734172758
725	0.3733894127
726	0.3733549631
727	0.3733312413
728	0.3732950602
729	0.3732698274
730	0.3732362552
731	0.3732021765
732	0.3731706957
733	0.37312472
734	0.3730909143
735	0.3730665724
736	0.3730556783
737	0.3730160436
738	0.3729957211
739	0.3729533416
740	0.3729114981
741	0.3728871649
742	0.3728628076
743	0.3728294434
744	0.3728005699
745	0.3727728721
746	0.3727141769
747	0.3726955454
748	0.3726686078
749	0.3726345043
750	0.3726094262
751	0.372586812
752	0.3725535067
753	0.3725083529
754	0.3724858074
755	0.3724628023
756	0.3724218446
757	0.372386774
758	0.3723546788
759	0.3723379715
760	0.3722779811
761	0.3722495657
762	0.372230893
763	0.3722157008
764	0.3721947093
765	0.3721772056
766	0.3721425681
767	0.3721167603
768	0.3720886939
769	0.3720600829
770	0.3720465927
771	0.3720316862
772	0.3719914196
773	0.3719527797
774	0.3718851873
775	0.3718694216
776	0.3718558084
777	0.3718301819
778	0.3718160284
779	0.3718040187
780	0.3717859084
781	0.3717279269
782	0.3717100747
783	0.3716699559
784	0.3716264191
785	0.37157719
786	0.3715406019
787	0.3715076704
788	0.3714862534
789	0.3714457386
790	0.3714269439
791	0.3714142402
792	0.371363272
793	0.3713310162
794	0.3713109051
795	0.3712626877
796	0.3712286998
797	0.3712033806
798	0.3711817837
799	0.3711579424
800	0.3711271179
801	0.3711063742
802	0.3710635653
803	0.3710389183
804	0.3710093415
805	0.370975562
806	0.3709240695
807	0.3708895997
808	0.3708613098
809	0.3708309191
810	0.3708017307
811	0.3707667399
812	0.3707571566
813	0.3707178097
814	0.3706874785
815	0.3706415993
816	0.370592354
817	0.3705673763
818	0.370539295
819	0.3705120373
820	0.3704802106
821	0.3704285807
822	0.37040432
823	0.3703764827
824	0.3703295191
825	0.3702962351
826	0.3702748311
827	0.3702532743
828	0.3702295142
829	0.370190258
830	0.3701671992
831	0.3701484928
832	0.3701170545
833	0.3700806917
834	0.3700529471
835	0.3700338032
836	0.370007837
837	0.3699697582
838	0.3699448349
839	0.3699118553
840	0.3698765929
841	0.3698517934
842	0.3698363258
843	0.3698004987
844	0.3697809214
845	0.3697511957
846	0.3697262112
847	0.3697047142
848	0.3696918155
849	0.3696405619
850	0.3696168939
851	0.3695836115
852	0.3695594056
853	0.3695302579
854	0.3694967161
855	0.3694725529
856	0.3694516787
857	0.3694198519
858	0.3694026101
859	0.3693643744
860	0.3693445313
861	0.3693070957
862	0.369295086
863	0.3692831666
864	0.3692569282
865	0.3692269091
866	0.3692138397
867	0.3691783309
868	0.3691596301
869	0.3691264805
870	0.3691178968
871	0.369082498
872	0.3690636025
873	0.3690465835
874	0.369018826
875	0.3689989971
876	0.3689726721
877	0.3689466352
878	0.3689157088
879	0.368893437
880	0.368872393
881	0.3688560535
882	0.3688329308
883	0.3688121455
884	0.3688028984
885	0.3687669113
886	0.3687327996
887	0.3687115982
888	0.3686825825
889	0.3686568327
890	0.3686278731
891	0.3685949087
892	0.3685771437
893	0.3685466827
894	0.3685382544
895	0.3685249858
896	0.3684898117
897	0.3684751224
898	0.3684506228
899	0.3684208327
900	0.3683903113
901	0.3683695722
902	0.3683499595
903	0.3683153768
904	0.3682811197
905	0.3682328498
906	0.3681957385
907	0.3681748946
908	0.368150871
909	0.3681352598
910	0.368108961
911	0.3680969778
912	0.3680862414
913	0.3680747066
914	0.3680331799
915	0.3680032655
916	0.3679763257
917	0.3679522077
918	0.3679293784
919	0.3679232961
920	0.3678962943
921	0.3678764393
922	0.3678472237
923	0.3678322838
924	0.3678119928
925	0.3677843722
926	0.3677691733
927	0.3677435011
928	0.3676969029
929	0.3676887491
930	0.3676612503
931	0.3676423187
932	0.3676345191
933	0.367622601
934	0.3676065491
935	0.3675852311
936	0.3675666609
937	0.3675388863
938	0.3675303565
939	0.3674898295
940	0.3674754281
941	0.3674538598
942	0.3674203356
943	0.3674016041
944	0.3673775111
945	0.3673602913
946	0.367347477
947	0.3673303093
948	0.3673023618
949	0.3672953704
950	0.3672447572
951	0.3672275922
952	0.3672115443
953	0.3671817623
954	0.3671470157
955	0.3671178513
956	0.3670923405
957	0.3670766884
958	0.3670389328
959	0.367020145
960	0.3669823852
961	0.3669686703
962	0.366941211
963	0.3669039059
964	0.3668753018
965	0.3668351716
966	0.3667984064
967	0.3667936139
968	0.3667750975
969	0.36676831
970	0.3667436182
971	0.3667210409
972	0.3666998205
973	0.3666752664
974	0.366655116
975	0.3666419496
976	0.3666141553
977	0.3665965287
978	0.3665704391
979	0.3665525894
980	0.3665468577
981	0.3665053807
982	0.3664787638
983	0.3664551048
984	0.3664385868
985	0.366434276
986	0.3664211192
987	0.3663839673
988	0.3663476459
989	0.3663096719
990	0.3662665312
991	0.3662275992
992	0.3662036096
993	0.3661870511
994	0.3661678727
995	0.3661555589
996	0.3661317271
997	0.3661055178
998	0.3660834179
999	0.3660296295
